# pombe-cerevisiae manually curated orthologs V2.23
SPAC1782.04	YLR204W(N)|YNL295W(C)
SPAC2F7.11	YPL184C
SPCC1739.14	YFR002W
SPBC1711.10c	YBR170C
SPAC6G9.02c	YJL010C
SPAC16E8.06c	YOL041C
SPAP27G11.13c	YHR072W-A
SPBC887.03c	YLR002C
SPAC8F11.09c	YLR285W
SPAC29E6.04	YJR112W
SPCC1223.02	YDL244W|YFL058W|YJR156C|YNL332W
SPBC23G7.04c	YBR007C
SPCC1884.02	NONE
SPAC1782.10c	YDL208W
SPBP4H10.20	YLR270W|YOR173W
SPBC21D10.11c	YCL017C
SPBC32H8.02c	YPL020C
SPBC12D12.08c	YDR139C
SPAC1952.13	YMR165C
SPAC806.07	YKL067W
SPBC11C11.03	YIL144W
SPBC26H8.07c	YFL037W
SPBC16A3.15c	YML085C|YML124C
SPAC18B11.04	YDR373W
SPBC6B1.09c	YDR369C
SPBC2D10.11c	YKR048C
SPBC17F3.02	YHR102W
SPAC4A8.05c	YHR023W
SPCC1919.10c	YAL029C|YOR326W
SPBC2D10.14c	YAL029C|YOR326W
SPCC645.05c	YHR023W
SPBC146.13c	YKL129C|YMR109W
SPAC26A3.02	NONE
SPAC3A11.06	YMR004W
SPCC4G3.05c	YDR386W
SPAC1610.04	NONE
SPBC146.11c	NONE
SPAC6G9.04	NONE
SPBC4B4.10c	YPL149W
SPAC25H1.03	NONE
SPBC146.10	YDR262W
SPAC14C4.08	NONE
SPAC343.07	NONE
SPBC1773.09c	YJL162C
SPAC823.16c	YFR021W
SPCC1682.03c	NONE
SPCC1235.12c	NONE
SPBC3H7.09	YLR246W
SPCC16C4.17	NONE
SPCC645.11c	NONE
SPCC11E10.03	YMR294W
SPAC56F8.08	YER143W
SPBP19A11.03c	YHR027C
SPBC902.06	NONE
SPCC417.07c	YAL047C
SPAC3G9.13c	YDR268W
SPAC17G8.13c	YBL052C
SPAC637.12c	YOR244W
SPBC1718.06	YOR211C
SPCC285.16c	YDR097C
SPAC8F11.03	YCR092C
SPBC19G7.01c	YOL090W
SPAC13F5.01c	YHR120W
SPAC343.11c	NONE
SPAC13G7.13c	YHL024W
SPCC16A11.11	YKL138C
SPBC1105.03c	YBL038W
SPAC31A2.03	YDL202W
SPAC24C9.10c	YHL004W
SPAC31A2.08	YDR405W
SPAC24C9.13c	YDL045W-A
SPAC694.06c	YCL061C
SPAC18G6.07c	YLR186W
SPBC725.02	YDL235C
SPBC106.01	YDL028C
SPCC1906.01	YDL055C
SPAC4F10.13c	YBR172C|YPL105C
SPBP19A11.04c	YIL129C
SPCC63.04	NONE
SPBC16D10.05	NONE
SPBC32H8.13c	NONE
SPAC1527.01	NONE
SPCC1840.01c	YJR074W
SPAC637.07	NONE
SPBC530.04	NONE
SPAC821.07c	NONE
SPCC970.04c	YFL034C-B
SPBC428.13c	YIL106W
SPAC15E1.07c	YKL171W
SPAC513.05	YGL156W
SPAC2E1P5.01c	YJR131W
SPAC23A1.04c	YHR204W
SPCC338.05c	YGL087C
SPAC1039.10	YER057C|YIL051C
SPBC2G2.04c	YER057C|YIL051C
SPAC30C2.02	YJR070C
SPBC1D7.04	YDR381W
SPBC4.05	NONE
SPBC1703.04	YMR167W
SPAC1F3.02c	YJL095W
SPAC1687.20c	YLR381W
SPAC31A2.05c	YDR180W
SPBC25B2.05	YCL059C
SPCC970.12	NONE
SPBC21.01	YBR211C
SPCC1672.10	NONE
SPBP22H7.09c	YDR254W
SPAC688.02c	YPL233W
SPBC409.09c	YIR010W
SPBC409.04c	YAL034W-A
SPCC24B10.22	YOR330C
SPAC57A7.11	YHR186C
SPBC660.14	YJL187C
SPAPYUG7.03c	YJR092W
SPBC27.06c	YPL098C
SPBC1198.12	YGL003C
SPBPJ4664.03	NONE
SPAC513.03	NONE
SPAPB8E5.05	NONE
SPAC9.05	YIR002C
SPBC1921.03c	YPL169C
SPCC550.10	NONE
SPBC16A3.13	NONE
SPBC428.07	NONE
SPAC3A12.03c	YBR062C
SPAC1A6.06c	NONE
SPAC25H1.05	NONE
SPCC1259.14c	NONE
SPAC6B12.16	YBR076W
SPBC27.03	NONE
SPCC613.11c	NONE
SPBC19F8.06c	YBR068C|YBR069C|YCL025C|YDR046C|YDR508C|YEL063C|YGR191W|YKR039W|YNL268W|YNL270C|YOL020W|YOR348C|YPL265W
SPAC1556.06	NONE
SPBC409.11	NONE
SPBC14C8.05c	YIL099W
SPCPJ732.03	NONE
SPBC1347.03	NONE
SPAC222.15	YGL033W
SPCC1223.12c	YBR078W|YCL048W|YDR055W|YDR522C
SPAC56F8.10	YGL125W
SPBC56F2.11	YNL277W
SPAC9.09	YER091C
SPAC13G7.06	YPR167C
SPAC1782.11	YKL001C
SPAC343.10	YPL023C
SPAC5D6.08c	NONE
SPBC28F2.02	YOR091W
SPAC869.07c	MEL1|MEL2|MEL5|MEL6
SPAC14C4.03	YOR351C
SPBC32H8.11	YCR065W
SPBC119.04	NONE
SPAC27D7.03c	NONE
SPBC21.04	YBR193C
SPBC14F5.08	YOL135C
SPCP31B10.03c	YGL127C
SPAC3H1.04c	YHR194W|YOR147W
SPBC28F2.06c	YOL009C
SPAC17H9.17c	YAL010C
SPBC9B6.09c	YLR188W|YPL270W
SPCC320.07c	YDL224C|YNL197C
SPAC15A10.10	NONE
SPAC25H1.09	NONE
SPBC6B1.04	YDR439W
SPBC8D2.19	YJL106W
SPBC31F10.08	NONE
SPAC17A5.04c	NONE
SPAC16E8.05c	NONE
SPBC887.10	YLR006C
SPBP16F5.02	YPR025C
SPAC13A11.03	YGL183C
SPAC12G12.04	YLR259C
SPBC582.06c	NONE
SPBC216.02	YDR150W
SPBC16E9.08	NONE
SPAC1006.04c	NONE
SPCC1682.08c	YLL013C
SPAC1687.10	YOR058C
SPBC25D12.03c	YBR202W
SPBC211.04c	YGL201C
SPAC1B2.05	YLR274W
SPCC1682.02c	YEL032W
SPBC4.04c	YBL023C
SPAPB1E7.02c	YPR135W
SPBC317.01	YBR182C|YPL089C
SPBC19G7.06	YMR042W|YMR043W
SPBC23G7.17c	NONE
SPBC1711.01c	NONE
SPBC23G7.09	NONE
SPBC1711.02	NONE
SPBC21D10.06c	NONE
SPAC3F10.10c	YKL178C
SPCC1795.06	NONE
SPAC11E3.06	YMR042W|YMR043W
SPAC10F6.12c	YDR410C
SPAP11E10.02c	NONE
SPAC11H11.04	YFL026W
SPBC25B2.02c	YKL209C
SPAC18G6.15	YER016W
SPAC25B8.14	YDR318W
SPBC1683.07	YBR299W|YGR287C|YGR292W|YIL172C|YJL216C|YJL221C|YOL157C
SPCC74.06	NONE
SPAC27E2.09	NONE
SPAC222.06	YAL025C
SPBC1861.03	YEL053C
SPAC1834.08	NONE
SPAPB24D3.04c	YER142C
SPAC31G5.12c	YDR005C
SPCC794.12c	YKL029C
SPAPB8E5.03	NONE
SPCC1795.01c	YJL013C
SPBC20F10.06	YJL030W
SPBC3D6.04c	YGL086W
SPAC13G7.04c	YFR012W|YMR063W|YOL019W
SPAC17C9.02c	YGL154C
SPBC1105.02c	YDL131W|YDL182W
SPAC227.18	YIR034C
SPAC343.16	YDR234W
SPAP7G5.04c	YBR115C
SPBC16A3.03c	NONE
SPCC16A11.13	YDL087C
SPBC887.04c	YKL213C
SPCC1840.10	YJR022W
SPCC285.12	YNL147W
SPAC2F3.17c	YDR378C
SPBC20F10.09	YER146W
SPBC30D10.06	YER112W
SPBC9B6.05c	YLR438C-A
SPCC1620.01c	YBL026W
SPAC2F3.15	YKL139W
SPAC23E2.02	NONE
SPBC146.09c	NONE
SPAC22F3.06c	YBL022C
SPAC1D4.11c	YLL019C
SPBC2G2.01c	YAL067C|YCR028C
SPCC1183.05c	YOR005C
SPBP19A11.06	NONE	
SPBC3E7.16c	YNL104C|YOR108W
SPAC9E9.03	YGL009C
SPBC1A4.02c	YCL018W
SPBC18H10.02	YIL009W|YMR246W|YOR317W
SPAC21E11.08	YDR062W
SPAC1A6.09c	YHL003C|YKL008C
SPBC3E7.15c	YHL003C|YKL008C
SPBC16E9.13	YHR082C
SPCC576.15c	YDR490C|YOL100W
SPAC22E12.09c	YNL238W
SPBC947.12	NONE
SPAC3A11.05c	NONE
SPAC144.14	NONE
SPBC1685.15c	YGL216W
SPBC2F12.13	YGL216W
SPAC1834.07	YKL079W
SPAC664.10	YPR141C
SPBC4F6.06	YDR122W|YLR096W
SPBC1271.12	YHR001W|YKR003W|YOR237W|YPL145C
SPBC1718.03	YDR156W
SPAC1B1.03c	YLR347C
SPBC14F5.03c	YER110C
SPAC22H10.03c	YGL241W
SPCC1322.06	YPL125W
SPAC22G7.02	YGL016W
SPBC30B4.05	YGL238W
SPAC2F3.06c	YBR017C
SPBC28F2.10c	YDR176W
SPBC83.07	YER169W
SPAC25H1.02	NONE
SPAC1002.14	YML068W
SPBC839.08c	YKL165C
SPAC19G12.14	YDR208W
SPAC20G8.03	YDR387C|YDR497C|YOL103W
SPAC4F8.15	YDR387C|YDR497C|YOL103W
SPBC19G7.16	YPR133C
SPAC227.13c	YOR226C|YPL135W
SPAC25B8.13c	NONE
SPAC4A8.04	YEL060C|YOR003W
SPAC1039.09	YBR068C|YBR069C|YCL025C|YDR046C|YDR508C|YEL063C|YGR191W|YKR039W|YNL268W|YNL270C|YOL020W|YOR348C|YPL265W
SPBC29B5.02c	YJL212C|YPR194C
SPAC1F8.05	NONE
SPBC365.12c	YML128C
SPBC13G1.06c	YER048W-A
SPBC3B9.17	YPR067W
SPCC645.03c	YLL027W
SPCC4B3.10c	YDR315C
SPCC191.11	YIL162W
SPBC646.09c	NONE
SPCC306.05c	NONE
SPAC23H3.02c	YPR094W
SPBC11C11.02	YMR032W
SPBC1604.08c	YNL189W
SPBP35G2.07	YMR108W
SPAC222.04c	YEL044W
SPAC6G10.08	YDL066W|YLR174W|YNL009W
SPBC106.15	YPL117C
SPBC902.05c	YOR136W
SPAC11G7.03	YNL037C
SPBC839.07	YGR203W|YPR200C
SPCC126.10	YOR126C
SPAC4F8.07c	YCL040W|YDR516C
SPAC24H6.04	YFR053C|YGL253W
SPBC839.11c	YPL244C
SPAC30D11.13	YDL064W
SPAC20G4.04c	YLR288C
SPBC31E1.03	YNR032C-A
SPBC1105.15c	YHR067W
SPCC622.09	YBL002W|YDR224C
SPAC19G12.06c	YBL003C|YDR225W
SPCC622.08c	YBL003C|YDR225W
SPAC1783.04c	YDR191W|YOR025W
SPCC132.02	YPL015C
SPAC3H1.11	YER130C|YKL062W|YMR037C
SPAC926.04c	YMR186W|YPL240C
SPAP8A3.04c	YFL014W
SPBC3E7.02c	YBR072W|YDR171W
SPCC550.06c	YOR020C
SPBC776.12c	YDL017W
SPAC2E12.02	YGL073W|YHR206W|YOR140W
SPCC1739.03	NONE
SPAC3G6.01	YER164W
SPAC1783.05	YER164W
SPAC222.07c	NONE
SPAC20G4.03c	NONE
SPAC23C11.13c	YDR399W|YJR133W
SPAC3G9.07c	YGL194C
SPBC1718.02	YIL072W
SPBC725.09c	YCR009C
SPBC21D10.12	YDR388W
SPBC2G5.06c	NONE
SPCC737.09c	NONE
SPBC21H7.07c	YOR202W
SPBC418.01c	YBR248C
SPBC11B10.02c	YIL116W
SPAC25G10.05c	YER055C
SPBC31F10.14c	YJR140C
SPBC31F10.13c	YBL008W
SPBC8D2.04	YBR010W|YNL031C
SPAC1834.04	YBR010W|YNL031C
SPAC23C4.12	YPL204W
SPBC3H7.15	YPL204W
SPBC8D2.03c	YBR009C|YNL030W
SPAC1834.03c	YBR009C|YNL030W
SPAC1805.06c	YGL040C
SPCC320.09	YOR176W
SPAC1F5.07c	YER014W
SPAC222.11	YDR044W
SPAC4F8.14c	YML126C
SPAC23C11.12	YFR036W
SPBC365.13c	YIL063C
SPAC139.06	YPL001W
SPAC29A4.16	YCR008W
SPBC1105.12	YBR009C|YNL030W
SPBC1105.11c	YBR010W|YNL031C
SPBC651.03c	YFL027C
SPAC144.10c	YJL091C
SPCC1223.03c	YIL155C
SPAP7G5.02c	YMR217W
SPBC2F12.14c	YHR216W|YLR432W|YML056C
SPCC777.05	YGR163W
SPBC337.13c	YML121W
SPBC354.01	YGR173W
SPAC1751.01c	YEL007W|YHR177W
SPAC688.04c	YIR038C
SPCC965.07c	YNL229C
SPCC191.09c	YNL229C
SPBC8D2.01	YDL079C|YMR139W|YNL307C
SPAC1687.15	YDL079C|YMR139W|YNL307C
SPAC3F10.04	YOL049W
SPAPB2B4.02	YPL059W
SPBC26H8.06	YDR098C|YER174C
SPCC1450.06c	YBR014C|YDL010W
SPAC15E1.09	YCL035C|YDR513W
SPAC4F10.20	YCL035C|YDR513W
SPBPB8B6.04c	NONE
SPBC26H8.08c	YER006W
SPBC32F12.03c	YBR244W|YIR037W|YKL026C
SPBC15D4.04	YBR243C
SPBPJ4664.06	YOR336W
SPAC26F1.06	YDL021W|YKL152C|YOL056W
SPCC11E10.02c	YDR331W
SPAC13G6.03	YJL062W
SPBC3D6.07	YPL175W
SPCC550.04c	YPL076W
SPAC18B11.05	YBR004C
SPAC1F12.09	YDR434W
SPBC1604.15	YHR188C
SPBC685.05	YNL038W
SPBC13E7.05	YJR013W
SPBC27B12.06	YLL031C
SPAPB2B4.01c	YMR281W
SPCC16A11.06c	YGL142C
SPBC30D10.11	YGR216C
SPBC354.12	YGR192C|YJL052W|YJR009C
SPAC23D3.04c	YDL022W
SPBC215.05	YDL022W
SPAC23H3.13c	YER020W
SPBC24C6.06	YHR005C
SPAC4G8.10	YHL031C
SPAC343.04c	YCL039W
SPAC16E8.03	YFL017C
SPCC1795.03	NONE
SPAC22E12.06c	YDR245W|YJL183W
SPAC5H10.13c	YDR245W|YJL183W
SPAC5H10.11	YDR245W|YJL183W
SPCC736.04c	YDR245W|YJL183W
SPAC1002.03c	YBR229C
SPAC22E12.17c	YER122C
SPBC12C2.12c	YML004C
SPAC23H4.06	YPR035W
SPBC31E1.05	YDL207W
SPBC36.12c	YOR057W
SPBC32H8.07	YOR212W
SPCC1753.02c	YDL035C
SPBC215.04	NONE
SPBC21C3.20c	NONE
SPCC1235.13	YDL245C|YDR342C|YDR343C|YDR536W|YEL069C|YGR289C|YHR092C|YHR094C|YHR096C|YJL214W|YJL219W|YJR158W|YLR081W|YMR011W|YNL318C|YNR072W|YOL156W
SPCC1235.14	YDL245C|YDR342C|YDR343C|YDR536W|YEL069C|YGR289C|YHR092C|YHR094C|YHR096C|YJL214W|YJL219W|YJR158W|YLR081W|YMR011W|YNL318C|YNR072W|YOL156W
SPBC1683.08	YDL245C|YDR342C|YDR343C|YDR536W|YEL069C|YGR289C|YHR092C|YHR094C|YHR096C|YJL214W|YJL219W|YJR158W|YLR081W|YMR011W|YNL318C|YNR072W|YOL156W
SPAC1F8.01	YDL245C|YDR342C|YDR343C|YDR536W|YEL069C|YGR289C|YHR092C|YHR094C|YHR096C|YJL214W|YJL219W|YJR158W|YLR081W|YMR011W|YNL318C|YNR072W|YOL156W
SPBC4B4.08	YDL245C|YDR342C|YDR343C|YDR536W|YEL069C|YGR289C|YHR092C|YHR094C|YHR096C|YJL214W|YJL219W|YJR158W|YLR081W|YMR011W|YNL318C|YNR072W|YOL156W
SPCC548.07c	YDL245C|YDR342C|YDR343C|YDR536W|YEL069C|YGR289C|YHR092C|YHR094C|YHR096C|YJL214W|YJL219W|YJR158W|YLR081W|YMR011W|YNL318C|YNR072W|YOL156W
SPAC56E4.06c	YLR299W
SPAC664.09	YLR299W
SPBC211.06	NONE
SPBC29A3.17	NONE
SPAC31A2.16	NONE
SPAC24H6.09	NONE
SPAC22H10.12c	YER136W
SPAC824.08	YEL042W
SPAC31G5.14	YDR019C
SPAC22F3.10c	YJL101C
SPAC1952.05	YGR252W
SPBC36B7.09	YDR283C
SPBC800.08	YNL062C
SPAC140.02	YGR159C
SPBC20F10.01	YHR089C
SPBC646.12c	NONE
SPCC1902.01	YFL021W
SPCC24B10.07	YKL126W|YMR104C
SPAC1002.11	YLR088W
SPAC20G4.02c	YIL159W
SPAC1399.03	YBL042C|YBR021W|YIR028W
SPCC18.18c	YPL262W
SPBC16H5.03c	YDR390C
SPCC1235.07	YGR179C
SPAC11H11.05c	NONE
SPAC1F8.06	NONE
SPBP8B7.12c	YPR046W
SPAC1783.03	YPL018W
SPAC4F10.12	YBR107C
SPAC6F12.03c	NONE
SPAC3G9.06	YFL022C
SPBC1683.09c	YGL160W|YKL220C|YLL051C|YLR047C|YLR214W|YNR060W|YOL152W|YOR381W|YOR384W
SPCC895.05	NONE
SPBC12C2.13c	YBR293W|YMR088C
SPAC1805.09c	YBL013W
SPCC18.16c	YDR236C
SPBC14C8.03	YBL091C
SPBC3E7.10	YLR244C
SPBC16G5.15c	YIL131C|YNL068C
SPBC839.17c	YNL135C
SPBC1347.02	YLR449W|YML074C
SPAC1F7.07c	YBR207W|YER145C
SPAC1F7.08	YDR506C|YFL041W|YMR058W
SPAC19E9.02	YAR018C
SPBC1778.06c	YDR129C
SPBC2D10.10c	YDL014W
SPAC1142.08	YPR104C
SPAC25A8.01c	YAL019W
SPCC1235.05c	YAL019W
SPAC20G8.08c	YAL019W
SPAC4D7.12c	YLR243W
SPAC23E2.01	NONE
SPAC19B12.05c	YMR277W
SPAC3G9.15c	YLR051C
SPBC1198.14c	YLR377C
SPBC336.01	NONE
SPBC19C2.07	YKL060C
SPAC4A8.11c	YPL231W
SPAC926.09c	YKL182W
SPAC139.04c	NONE
SPBC354.15	NONE
SPBC3E7.01	YFR019W
SPBC106.20	YJL085W
SPAC17A5.14	YGL173C
SPBC29A10.05	YDR263C|YOR033C
SPBC2D10.05	YBR056W
SPAC12B10.11	YDR261C|YLR300W|YOR190W
SPBC1105.05	YDR261C|YLR300W|YOR190W
SPAC1006.08	NONE
SPAC31G5.10	YBR049C|YDR026C
SPBC2D10.13	YDR206W|YLR233C
SPBC28E12.05	YNR054C
SPAC56F8.16	NONE
SPAC23H4.03c	YML012W
SPAC30C2.05	YBR210W|YGL054C
SPAC3G6.08	YGR029W
SPCC1450.14c	YML130C
SPBC4F6.16c	YML130C
SPBC30B4.08	NONE
SPBC646.05c	YHR190W
SPAC13G7.01c	YHR072W
SPBC16E9.05	YML008C
SPAC19A8.04	YMR015C
SPBC337.09	YER044C
SPBC16G5.18	YNL280C
SPAC13G6.11c	YMR208W
SPAC13A11.02c	YHR007C
SPBC215.09c	YPL028W
SPBC713.12	YGR175C
SPCC18B5.06	YNL001W
SPBP8B7.22	YBL040C
SPCC622.16c	YER051W
SPBPB21E7.01c	YGR254W|YHR174W|YMR323W|YOR393W|YPL281C
SPBC1815.01	YGR254W|YHR174W|YMR323W|YOR393W|YPL281C
SPAC23D3.10c	YLR144C|YNR067C
SPAC821.09	YLR144C|YNR067C
SPAC688.11	YNL243W
SPBC11G11.02c	YNL084C
SPCC24B10.17	YGL200C
SPAPB1E7.06c	YBR098W
SPBP23A10.14c	NONE
SPBC947.11c	YOR144C
SPAC3C7.08c	YPL226W
SPCC663.01c	YFR040W|YGL229C|YJL098W|YKR028W
SPBC25H2.05	YHR193C
SPCP31B10.07	YDR385W|YOR133W
SPAC513.01c	YDR385W|YOR133W
SPBC336.03	YLR310C
SPBC839.15c	YBR118W|YPR080W
SPAC23A1.10	YBR118W|YPR080W
SPCC794.09c	YBR118W|YPR080W
SPBC18E5.11c	YEL015W
SPBC428.02c	YHR208W|YJR148W
SPAC17H9.05	YKL172W
SPCC1223.10c	NONE
SPAC16.04	YLR401C
SPBC1709.06	YNR015W
SPBC32F12.08c	YGL061C
SPAC3G6.02	YDR363W-A
SPBC530.14c	YMR216C
SPBC3B8.07c	NONE
SPAC30D11.03	YLL008W
SPAC13C5.02	YPR152C
SPAC6B12.11	YKL108W
SPBPJ4664.01	YBR003W
SPBC1677.02	NONE
SPBC21B10.11	YIL102C-A
SPAC31G5.16c	YPR183W
SPAC26A3.16	YMR276W
SPBC3D6.09	YDR121W
SPAC17G8.03c	YER159C
SPBP8B7.14c	YPR175W
SPBC651.05c	YPL002C
SPBC25D12.02c	YJL076W|YKR010C
SPBC16D10.04c	YHR164C
SPAC30C2.06c	YMR211W
SPCC4B3.15	YJR092W
SPAC8E11.03c	YER179W
SPAC17G8.10c	YHR115C|YNL116W
SPAC19G12.12	YBR003W
SPAC1002.09c	YFL018C
SPAC1805.08	YER071C
SPBC26H8.10	YOL021C
SPBC776.02c	YER133W
SPCC736.14	YLR045C
SPAC19D5.06c	YGL246C
SPCC16A11.05c	YPR082C
SPBC13G1.12	YKR035W-A
SPBC646.17c	NONE
SPAC26A3.12c	YOR048C
SPAC1093.06c	YKR054C
SPCC1235.15	YOR245C
SPCC550.13	YDR052C
SPBC1198.02	YNL141W
SPAC17H9.10c	NONE
SPCC188.13c	NONE
SPAC19A8.12	YNL118C
SPBC3B9.21	YOL149W
SPAC31A2.15c	YCL016C
SPAC17A5.02c	YKL149C
SPBC543.06c	YHR169W
SPBC17D1.06	YGL078C
SPBP8B7.16c	YNL112W
SPAC31A2.07c	YDL031W
SPAC589.08c	YGR113W
SPAC977.16c	YFL053W|YML070W
SPAC22A12.11	YFL053W|YML070W
SPCC417.02	YKL138C-A
SPBC3B9.22c	YDR320C-A
SPAC14C4.16	YBR233W-A
SPAC1805.07c	YKR083C
SPAC16A10.05c	YDR016C
SPBC29A3.18	YOR065W
SPAC3A12.17c	YGR012W
SPBC36.04	YGR012W
SPBC19C7.03	YJL005W
SPCC553.04	NONE
SPAC21E11.05c	NONE
SPBC16H5.05c	YPL064C
SPBC17G9.05	NONE
SPBP8B7.25	YDR304C|YHR057C
SPBC1709.04c	NONE
SPAC57A10.03	NONE
SPAC9G1.06c	YDL117W
SPCC191.07	YEL039C|YJR048W
SPAPB1A10.04c	YKL019W
SPAC2E1P5.04c	YGL155W
SPBC28F2.04c	YPR101W
SPCC550.02c	YBR065C
SPBC31F10.11c	YLR117C
SPBC211.02c	YDR416W
SPBC887.05c	YIR005W
SPBC3B9.02c	YOR148C
SPCC1620.10	YGL174W
SPBC146.05c	YNL245C
SPBC13E7.02	YLR323C
SPCC10H11.02	YGL128C
SPBC13E7.01	YGR278W
SPAC4A8.09c	YDR482C
SPCC4B3.14	NONE
SPAC3A12.11c	YDL209C
SPAC30D11.09	NONE
SPCP1E11.07c	NONE
SPAC9.13c	YKL095W
SPBC337.06c	YDR163W
SPBC24C6.11	YCR063W
SPBC32F12.05c	YJR050W
SPBC646.02	NONE
SPBC215.12	YKL173W
SPBC18H10.10c	NONE
SPAC6F12.15c	YKL022C
SPAC17C9.13c	YIR011C
SPAC25G10.07c	YBL063W|YEL061C
SPAC56E4.04c	YMR207C|YNR016C
SPBC106.09	YNL172W
SPBC146.03c	YLR086W
SPAC6F12.14	YHR166C
SPAC19G12.01c	YDR118W
SPBC14C8.01c	YDR113C
SPCC962.03c	YNL189W
SPBP4H10.06c	YFR031C
SPBC649.05	NONE
SPAC1786.03	YML031W
SPCC5E4.04	YGR098C
SPAC24H6.03	YGR003W
SPAC17G6.12	YDL132W
SPCC584.02	YGL166W|YMR021C|YPR008W
SPAC31A2.11c	YGL166W|YMR021C|YPR008W
SPCC757.07c	YDR256C|YGR088W
SPBC23G7.16	YHR175W
SPAC1142.05	YLR411W
SPCC1393.10	YLR411W
SPAC19D5.11c	YHR191C
SPBC902.02c	YMR078C
SPBC3B9.11c	YGL044C
SPACUNK4.07c	YEL031W
SPBC839.06	YDR038C|YDR039C|YDR040C
SPBC17G9.08c	NONE
SPAC17A2.09c	YBR212W|YHR086W
SPAC1952.12c	NONE
SPAC1687.13c	YDL216C
SPAC22A12.03c	NONE
SPAC222.16c	NONE
SPAPB17E12.04c	NONE
SPBC215.03c	NONE
SPAC1D4.06c	YFL029C
SPBC2G2.09c	NONE
SPAC1610.03c	NONE
SPAC23C4.02	YLR429W
SPAC1805.17	YGR218W
SPBC19F8.07	YDL108W
SPAC13G7.08c	YNL182C
SPBC342.05	YDR217C
SPAC19G12.10c	YBR139W|YMR297W
SPAC3A11.02	YPL054W
SPAC17G6.04c	YDL090C
SPAC9G1.12	YJL125C
SPAC6B12.15	YMR116C
SPCC1259.05c	YDL067C
SPAC24C9.16c	YLR395C
SPAC1B2.04	YHR051W
SPCC338.10c	YIL111W|YNL052W
SPAC1296.02	YGL187C
SPCC1442.15c	YGR062C
SPBC26H8.14c	YLL009C
SPCC1739.09c	YGL191W
SPCC1442.08c	YLR038C
SPBC365.02c	YPL172C
SPBC337.15c	YOR125C
SPBC146.12	YGR255C
SPCC4G3.04c	YML110C
SPAC1687.12c	YDR204W
SPAC56F8.04c	YNR041C
SPCC16A11.07	YOL008W
SPAC3C7.11c	YAL058W
SPBC1105.17	YKL049C
SPCC188.03	YDR325W
SPCC306.03c	YBL097W
SPBC776.13	YLR272C
SPAC23A1.06c	YGL158W|YLR248W
SPACUNK12.02c	YFR014C|YOL016C
SPAC4G9.11c	YKL032C
SPBC36.05c	YNL330C
SPBC428.08c	NONE
SPBC800.03	YNL021W
SPAC1B3.17	NONE
SPBC2D10.17	NONE
SPAC1782.09c	YFR028C
SPBC9B6.08	YGR167W
SPAC1805.05	YER123W|YHR135C|YNL154C
SPBP35G2.05c	YER123W|YHR135C|YNL154C
SPBC1347.06c	YER123W|YHR135C|YNL154C
SPAC1851.03	YGL019W|YOR039W
SPAC23C11.11	YIL035C|YOR061W
SPAC6C3.04	YCR005C|YNR001C
SPAC12G12.03	YBL051C
SPBC16A3.18	YBL051C
SPAPB2B4.03	YGR108W|YPR119W
SPCC4E9.02	YDL155W|YLR210W
SPCC338.04	YBL107C
SPAC17H9.01	NONE
SPAC12G12.13c	YNL299W|YOL115W
SPAC821.04c	NONE
SPCC663.12	NONE
SPBC1685.06	NONE
SPAC19D5.03	NONE
SPCC663.05c	YJL115W
SPBC1709.01	YBR038W|YNL192W
SPAC13G6.12c	YBR038W|YNL192W
SPCC417.05c	YBL061C|YDL203C|YER096W
SPBC16C6.10	NONE
SPAC18G6.02c	NONE
SPBC26H8.03	YGR157W
SPBC337.16	YJR073C
SPCC1259.13	YBR274W
SPAC26A3.05	YGL206C
SPCC285.09c	YGL248W
SPAC8C9.03	YIL033C
SPBC1709.15c	YLR115W
SPBC1709.08	YDR301W
SPAC6G9.12	YLR330W
SPBP35G2.10	NONE
SPBC3E7.12c	YBL061C|YDL203C|YER096W
SPCC1450.11c	YFL033C
SPBC2F12.08c	YGL130W
SPAC17H9.19c	NONE
SPBC428.18	YJR046W
SPCC18B5.11c	YPL153C
SPAC57A10.02	YCL024W|YDR507C|YKL101W
SPAC644.06c	YCL024W|YDR507C|YKL101W
SPBC12D12.02c	NONE
SPBC32H8.10	YPR161C
SPAC27F1.02c	YIL138C|YNL079C
SPBC21.06c	YAR019C
SPBC336.04	YDL102W
SPAC644.12	YMR213W
SPAC1565.08	YDL126C
SPAC17D4.02	YLR103C
SPAC110.03	YLR229C
SPAP8A3.08	YGL106W
SPBC9B6.10	YDR168W
SPCC1682.04	YOR257W
SPAC4A8.15c	YOR122C
SPBC19C2.01	YNR011C
SPBC1734.02c	YJR043C
SPAC24H6.05	YMR036C
SPAC8F11.07c	NONE
SPBC1347.10	YIL150C
SPAC1F7.05	YER070W|YIL066C
SPCC16A11.17	YPR019W
SPBC25H2.13c	YNL262W
SPBC11B10.09	YBR160W
SPBC14C8.07c	YJL194W
SPAC20G8.01	YDL164C
SPAC6F6.08c	YMR055C
SPAC20G8.05c	YMR032W
SPBC24C6.07	NONE
SPBC582.03	YGR108W|YPR119W
SPAC1F5.04c	YNL271C
SPCC1739.11c	YOR373W
SPBC336.12c	YLR182W
SPAC27E2.05	YJR006W
SPAC23H4.09	NONE
SPAC19G12.03	YLR307W|YLR308W
SPBC337.05c	YJL008C
SPBC25H2.12c	YJL111W
